Requirement,Prediction,Type
Generation function accepts a dissemination request.,F,SE
Generation function creates and sends a report request to Data Management to obtain appropriate metadata.,F,SE
Keeps an audit trail of all actions.,F,SE
Display interface is web-accessible.,F,O
Has export function to provide XML output for batch downloads (similar to Eutilities in PubMed),F,O
A response request is received from Coordinate Access Activities. ,F,PE
Keeps an audit trail of all actions.,F,SE
System should have a user-friendly method of mapping non-standard metadata elements into approved NLM elements.,NFR,US
System must have the ability to allow for metadata updates.,NFR,O
The help should be accessible to the users both in the offline and online mode.,NFR,US
The solution should enable the user to track the submitted defect or enhancement request.,F,FT
The system should provide for role-based control for the functionality within the system.,NFR,O
The System must allow a user to be a member of more than one group.,F,US
"The System must be able to display several entities (cases, suspects) simultaneously.",F,PE
The user interfaces should be designed to make them user-intuitive.,NFR,LF
The user interfaces of the system should comply with Standard ISO 9241.,NFR,LF
Content accessibility WCAG 1.0 shall be the standard used for guidance on content accessibility. ,NFR,US
General guidance on achieving self-descriptiveness is given in ISO 9241-110.,NFR,US
"If a splash screen is used, a navigation option to skip it should be offered.",NFR,US
Vertical scrolling should be minimized. ,NFR,LF
"If a splash screen is used, a navigation option to skip it should be offered.",NFR,US
Horizontal scrolling should be avoided wherever possible.,NFR,LF
"In general, device independence can be achieved if the functionality is operable via a keyboard.",NFR,O
"In general, device independence can be achieved if the functionality is operable via a keyboard.",NFR,O
Appropriate content presentation also plays a key role in accessibility.,NFR,SE
Within the same department: data base can be updated directly without any request.,NFR,O
The system should support multilingual interface,NFR,LF
The system should work even in an offline mode with the critical functionality,NFR,O
The system should be implemented using Service Oriented Architecture (SOA) and have a modular design,NFR,O
The system should be developed on Open Standards,NFR,O
The system should be developed for a centralized deployment and maintenance,NFR,O
The system should be developed to be deployed in a 3-tier datacenter architecture,NFR,O
The system should adopt standardized formats and common metadata elements,NFR,LF
The system must support multiple types of communication services for remote access,NFR,O
The system should support multi-tier authentication where required,NFR,SE
The system should support SSL encrypted connections,NFR,O
The system should support secure virtual private network connections,NFR,O
The system should run on multiple browsers,NFR,O
The system should support selective encryption of the stored data,NFR,O
XML Services shall be segmented.,NFR,O
COE sponsors shall adhere to compliance level requirements described in the I&RTS.,NFR,L
onnect descriptors are fully qualified object names and include address (protocol/host/port) and instance name.,F,SE
The XS shall deliver inter-related components as shown in figure 3.2-1.,NFR,O
The Registry shall provide standard APIs as specified in Appendix B.,NFR,O
The XS function shall provide standard APIs as specified in Appendix C.,NFR,O
The Registry software shall be portable and required to execute on COE-compliant platforms.,NFR,O
The XS software shall be delivered in accordance with DII COE guidelines.,NFR,O
"Customers will be able to register, log in, and log out of their accounts.",F,US
Products will be stored in multi-tiered categories; a category can contain sub categories or products. ,F,O
Customers will also be able to add products into the shopping cart. ,F,US
Customers will be able to confirm the order after checkout.,NFR,US
The customer will then receive a confirmation email with the specific order details.,F,US
Customers will be able to search for products matching their search criteria.,F,US
The plug-in API will be well documented and specifications will be provided to plug-in developers.,NFR,O
The system shall be able to retrieve 200 products per second.,NFR,PE
The system shall be able to add product to shopping cart in less than 2ms.,NFR,PE
The system shall be able to email customer and vendor in less than 1 second.,NFR,PE
The system shall be able to validate credit card in less than 2 seconds.,NFR,PE
The system shall be able to acquire shipping charges in less than 2 seconds.,NFR,PE
The system shall be able to restore 1000 records per second.,NFR,PE
The system will do periodic backups through a live internet connection. ,NFR,O
The system shall validate credit cards against fraud.,NFR,SE
The system shall encrypt all sensitive information via https.,NFR,SE
The system shall encrypt all customer data in database.,NFR,SE
The system shall auto detect IP DOS attacks and block IP automatically.,NFR,SE
The system shall detect consecutive failed login attempts.,F,SE
The system shall be protected by open source firewall called Firestarter. http://www.fs-security.com/,NFR,O
The system shall have an availability of 99.99%. ,NFR,SC
The system shall perform searches via Dijkstra's shortest path algorithm.,NFR,US
The system shall automatically compress image files that are too large in size.,NFR,O
The system will employ on demand asynchronous loading for faster execution of pages.,NFR,PE
The system shall validate email address existence.,F,SE
The system shall be easy to use.,NFR,US
The system shall be easy to learn.,NFR,US
"The system shall utilize help bubbles to assist managers, customers, and administrators",NFR,US
The system shall employ easy to locate buttons,NFR,US
The system shall prompt customer with friend easy to read error messages.,NFR,US
The system shall utilize consistent symbols and colors for clear notifications.,NFR,US
The system shall utilize interchangeable plugins.,NFR,O
The system shall be easily updatable for fixes and patches.,NFR,O
The system shall be easy to upgrade.,NFR,MN
The system shall be extremely portable via the usb drive.,NFR,O
The system shall be easy to migrate or backed up via another usb drive.,NFR,O
The system should be able to run under debug mode.,NFR,O
The system should be able to run test credit card transactions.,NFR,O
The system should be able to run test shipping orders.,NFR,O
The system should be able to create test environment of weborder system.,F,O
The system hardware shall be fixed and patched via an internet connection.,NFR,O
Yoggie shall coordinate on future enhancement and features with our organization.,NFR,MN
Transfer outside university should be approved by the university group.,NFR,US
Any DA group member or authorised inventory group member asset is owned by the department.,NFR,SE
Any faculty member can add all related departments inventory.,F,SE
Any university group member can add all assets in the inventory.,F,SE
A bulk entry can be used to add many assets.,F,O
request can be made by any authorised user.,NFR,SE
An inventory user should check returned asset and update inventory.,F,US
When request is treated user is notified by email.,F,SE
Request is added to the waiting for execution list.,F,PE
Inventory is updated when user receive requested asset.,F,US
Authentication is made by user name and a password for all users.,NFR,SE
administrative level working on administration computer.,F,O
And this user acquires the role of inventory administrator.,F,SE
 The Application should be installed in any Microsoft or Unix platform.,NFR,O
"Web application should available to run on browsers like IE, Firefox, Chrome, Opera or Safari.",NFR,O
All user are authenticated by user name and a password.,NFR,SE
Permission are assigned to user according to their roles.,F,US
Only IT team member can access and maintain data base servers locally.,NFR,SE
Query is killed if takes more than 1 min.,NFR,PE
Backup operation are executed periodically.,F,O
It is important to design system to facilitated future evolution and facilitate maintenance operations.,NFR,MN
The MultiMahjongServer will allow connections from MultiMahjongClients and communicate with them using IP.,NFR,O
The MultiMahjongServer will serve as a node for MultiMahjongClients. ,NFR,O
The MultiMahjongClient must send this join information to the MultiMahjongServer.,F,O
"There will be 3 levels available: Beginner, Intermediate and Advanced.",NFR,US
The MultiMahjongClient will inform the user whose turn it is to pick up a tile.,F,US
The variations will include the Cleared Hand variation and the Japanese variation.,F,LF
"If they choose to pick up, the MultiMahjongClient must send this information to the MultiMahjongServer.",NFR,SE
The MultiMahjongClient must inform the user if another player is fishing.,F,SE
The MultiMahjongClient must inform the user if the hand has ended in a draw.,F,US
The MultiMahjongClient will keep the user's tiles in order.,F,US
The MultiMahjongClient will play sound effects associated with certain game actions.,NFR,O
Users will have access to the User's Documentation online at any stage during the game.,NFR,US
User's will be able to Undo their last move if playing in single player mode.,F,US
User's will be able to Save their game if playing in single player mode.,F,US
User's will be able to chat with each other in real time.,NFR,US
User's will be able to change their icons/pictures and names during the game.,F,US
The variations will include the Cleared Hand variation and the Japanese variation.,F,LF
This CO will take over the user's current position and circumstance within the game.,F,FT
The variations will include the Cleared Hand variation and the Japanese variation.,F,LF
This CO will take over the user's current position and circumstance within the game.,F,FT
The CO must play moves according to the Chinese rules of Mahjong.,F,US
The CO will be able to read any player's exposed or revealed hands.,F,US
This CO will take over the user's current position and circumstance within the game. ,F,FT
The CO will be able to perform calculations at any stage of the game.,NFR,US
There will be CO's of different playing styles that the user can choose from.,F,US
This CO will take over the user's current position and circumstance within the game.,F,FT
The user will need to know how to set-up and operate a TCP/IP server.,NFR,US
This CO will take over the user's current position and circumstance within the game.,F,FT
An option to access the online troubleshooting guide is included in the error dialogue box.,F,SE
Multiple languages will be supported using Java's Unicode standard.,NFR,O
The CO must respond within 1 minute in both single and multi player modes.,NFR,PE
System failures caused by user operation or network malfunctions have to be avoided. ,NFR,SE
The accesspoint has to be controllable through different modalities. ,NFR,O
There is an urgent need for extensibility of the software system. ,NFR,O
Firstly the solid user interface requires high standards in ergonomics and robustness.,NFR,LF
It must also be able to handle context specific dialogs.,NFR,O
Dialogs which it doesn't understand clearly should be handled properly to limit user frustration. ,NFR,US
The graphical and speech user interface need to complement each other. ,NFR,LF
The information flow must be compatible with average user capabilities to avoid cognitive overload.,NFR,US
The information flow must be compatible with average user capabilities to avoid cognitive overload.,NFR,US
The following adaptivity specifications are limited to single user sessions. ,NFR,O
"Some adaptivity related specifications are partly indicated in section ""Usability related specifications'' above. ",NFR,O
Contextual understanding is an example and support of context switches without explicit requests are another.,NFR,SE
Visual and audio surveillance enable user detection and language understanding through face and speech recognition.,NFR,US
Mode switches which are not initiated by the system are only possible through input channels. ,NFR,SE
Certain new usage scenarios require extended functionality which has not been implemented yet. ,NFR,MN
The information flow must be compatible with average user capabilities to avoid cognitive overload.,NFR,US
"To ensure extensibility of the software system, an open architecture has been chosen.",NFR,O
The authoring tool provides a set of standard widgets. ,F,O
The authoring tool allows the user to import bitmaps from an external source.,F,O
The authoring tool allows the user to simulate a user interface on a PC.,NFR,LF
The authoring tool provides a complex widget containing a menu structure and a navigation function.,NFR,LF
The authoring tool should provide a menu editor. ,F,O
This menu editor allows the user to define items in a menu.,F,US
For performance reasons this VM is closely matched with the firmware.,NFR,O
The software architecture of the firmware should allow the extension with additional functionality.,NFR,O
This must be done in an interactive and visual way.,NFR,US
This communication module is also needed to obtain the system configuration from the Vector Unit.,NFR,O
Optimal Video performance on most popular video signals.,F,SE
The firmware should allow extensions of the functionality.,NFR,O
This UI-Interpreter has now a more concrete form by means of the dedicated Virtual Machine.,NFR,O
This start menu is the root item for the complete UI-menu tree.,F,O
"Because of the event driven firmware, the UI is built on Event-Action associations.",NFR,O
This is the decision-agent we need for content prioritization.,NFR,US
The UI Editor should allow the user to create/modify menus. ,F,US
This extension of the event-driven approach raises design issues to be tackled.,NFR,MN
The UI Editor should provide a compile step to generate code on the development platform. ,NFR,O
This is the way the OffLine adaptivity of the Vetronics system is based on.,NFR,O
The hardware layout is always visible during development.,NFR,LF
"Also derived Vetronics products, with different housing, LCD, ... are not covered.",NFR,LF
The complete UI-Editor has to be updated if modifications are made. ,NFR,O
This is an anomaly when we want to give support/updates via the Internet.,NFR,O
"Finally we concluded that the prototype met its functional requirements, but it was too static.",NFR,O
The authoring tool provides a set of standard widgets. ,F,O
The authoring tool should allow easy modification of the behaviour of user interfaces.,NFR,O
The authoring tool should support easy development of adaptive user interfaces.,NFR,O
Faults in the communication system shall not cause malfunction of an individual wind turbine.,NFR,FT
Updating of values shall be selectable down to an interval of 1 sec.,NFR,PE
All data must be stored in the plant controller for transmission on demand.,NFR,O
Transfer of data from the buffers may be carried out off-line without synchronism with real-time.,NFR,PE
Video com- munication may also facilitate the co-operation between field personnel and control centre personnel.,NFR,US
Video may also be used for supervision of equipment.,NFR,SE
The overall purpose is to support the functions described in Section 4.,NFR,O
The important requirement is the ‘scanning rate’ (maximum delay).,NFR,PE
Alarm data shall be sent from the wind turbine on occurrence.,NFR,PE
It should be possible to time stamp all data. ,NFR,O
Time stamped data shall be stamped with ‘last updated date + time’ (UTC time).,F,LF
The accuracy and resolution of the timestamp should be at least 10 ms.,NFR,PE
All analogue measured values should have readable properties like ‘signal quality’ and ‘scanning rate’. ,NFR,LF
This information does not have to be included with every data transfer.,NFR,SE
The averaging time and the measuring and averaging method should be documented for all data.,NFR,US
Remote monitoring and operation of devices requires strict security measures for several rea- sons.,NFR,SE
Client authentication ensures that an authorised client/operator is operating the equipment.,NFR,SE
This prevents both malicious and false operation.,NFR,SE
Delay in execution of these functions however should not be more than 2 seconds. ,NFR,PE
No functions regarding safety of persons shall be based on the communi- cation system.,NFR,SE
"Regarding optimisation of the operation, the communication system has a major role. ",NFR,US
The time critical functions include both control and supervision functions.,NFR,SE
Periodic on-line operational data is essen- tial for the optimisation of the operation.,F,PE
The time critical functions shall use short messages with a high priority.,NFR,PE
"For most data it must be possible to restore information, including the sequence of events.",F,SE
Local procedures for recovery may incorporate redundancy of selected functions and backup of data. ,NFR,SE
Processing of data may be carried out simultaneously on more units.,NFR,PE
There must be a way for existing plants to interface to a new communication system. ,NFR,O
It should be possible to get the attributes and services for each object.,NFR,US
The presentation of the information itself is out of the scope of this specification.,NFR,O
Communication and objects in the wind power plant shall be object based. ,NFR,LF
"Gear and generator could, for instance, be separate objects.",F,O
" Each including measurements, calculated data, and control services.",F,O
All analogue process values shall be accessible in standard SI-units or other physical units. ,NFR,O
All averaged values must be stored in the plant controller for retransmission on demand.,NFR,O
Some process values are not required as measurements directly at the source. ,NFR,SE
The values shall be accessible as processed data in a condensed and analysed format.,F,O
This for instance is the case for condition monitoring of components such as gearbox bearings.,NFR,SE
Values for local functions could be sent as set points. ,F,SE
A confirmation of the set point update is required.,F,US
All binary process values shall be accessible. ,NFR,SE
Binary values shall be available as real-time on- line instant data.,F,PE
Updating of binary on-line values shall be selectable down to an interval of 1 sec.,NFR,PE
All other control commands shall give a response with the result of the command.,NFR,PE
The binary commands may also include activation and deactivation of programs and parame- ter changes.,NFR,SE
Operational alarms must be transmitted immediately after a triggering. ,NFR,PE
Counters shall be available for display on operator HMI as well as for storage (databases).,NFR,O
The values shall be stored with a corresponding date and time tag.,F,LF
Updating of counters shall be select- able down to an interval of 1 sec. ,NFR,PE
All values must be stored in the plant controller for trans- mission on demand.,NFR,O
This section includes a description of different ways to put to- gether sets of data.,F,US
Typically files will be used for upload and download of programs etc.,NFR,O
The examples in this section are included for informative purpose.,F,US
Requirements on local data storage and handling do not effect the communication solution.,NFR,SE
Selected analogue values shall be stored in FIFO-buffers. ,NFR,O
A typical sampling rate could be 25 Hz.,NFR,PE
The entire mentioned high rate scanning must be stored in the plant controller.,NFR,O
Transfer of data in the buffers shall be carried out without syn- chronism with real-time.,NFR,PE
All binary values must be stored in the plant controller for retransmission on demand. ,NFR,O
All the mentioned scanning must be stored in the plant controller. ,NFR,O
Transfer of data in the buffers shall be carried out without synchronism with real-time.,NFR,PE
Alarms must be stored in an alarm log. ,NFR,SE
All alarms must be stored in the plant controller for transmission on demand.,NFR,O
The buffer depth shall be at least one year. ,NFR,SC
Transfer of data in the buffer shall be carried out without synchronism with real-time.,NFR,PE
The buffer depth of the event log shall be at least one year. ,NFR,SC
Transfer of data in the buffer shall be carried out without synchronism with real-time.,NFR,PE
The network is based on Ethernet standards and procedures.,NFR,O
The network shall operate on TCP/IP- standards and procedures.,NFR,O
"Establishment, maintenance and release of connections/associations are to be handled by the communication system.",NFR,O
Message priority may be needed in case of limited capacity.,NFR,PE
Flow control and error control may be provided.,NFR,PE
The APAF system shall process all ASPERA-3 science data into IDFS data sets.,NFR,O
The ASPERA-3 and MEX OA telemetry data shall be stored on a local SwRI archive.,NFR,O
Web-based displays of the most current ASPERA-3 data shall be provided for public view.,NFR,O
APAF-FR-09 The APAF ground data system shall have built-in error handling.,NFR,PE
IDFS data access software developed by SwRI shall be made available to the ASPERA-3 Co-I’s.,NFR,O
There shall be a UNIX-based APAF system production computer with an archival system.,F,O
There shall be a UNIX-based APAF system development computer.,NFR,O
There shall be a network connection between SwRI and NISN.,NFR,SC
There shall be a web server for the APAF system.,NFR,O
SwRI shall provide AP AF system maintenance.,NFR,O
SwRI shall provide software support for the AP AF system.,NFR,O
ASPERA-3 IDFS data and MEX OA IDFS data shall be provided to NASA PDS.,NFR,O
ASPERA-3 data shall be provided to NASA PDS in PDS-compliant form.,NFR,O
ASPERA-3 data shall be calibrated and validated prior to depositing in the NASA PDS.,NFR,US
ASPERA-3 data shall be provided to NASA PDS no later than 6 months after acquisition.,NFR,O
SwRI shall provide IDFS data processing algorithms to IRF.,NFR,O
Science analysis software shall be integrated into the NASA approved data repository.,NFR,O
DFS data access software developed by SwRI shall be made available to the ASPERA-3 Co-I’s.,NFR,O
The distribution mechanisms shall be clearly defined/described in the APAF Operation Procedures Document.,F,O
There are no requirements that constrain the design and implementation of the APAF software.,NFR,O
Should be able to enforce resource allocations according to user-centric priorities.,NFR,SE
Should be separable from the cluster management system.,NFR,O
Should provide administrative security.,NFR,SE
"Should provide at least a basic level of job accounting, to aid in scheduling policies.",NFR,US
This may alternately be done through a command-line interface.,NFR,O
User view of available options about jobs submitted by the user.,F,US
"Cluster information – CPU load, node status, remaining time of pending jobs.",F,PE
The output includes a boolean value specifying whether the job has been accepted or rejected.,F,US
"Scheduling information – the job’s tickets, stride and pass.",F,US
"Cluster Information - CPU Load, Node Status, Remaining Time of Pending Jobs, Available Memory",F,PE
This ensures that load balancing is taken care of.,F,O
The chosen execution host and queue.,F,US
The chosen execution host and queue on which to place the job for execution.,F,US
The scheduled job in its appropriate host and queue.,F,PE
Chosen execution host and queue.,F,US
"Scheduling Information – the job’s tickets, stride and pass.",F,US
"Updated Cluster Information - CPU Load, Node Status, Remaining Time of Pending Jobs, Available Memory",F,PE
The scheduler will not support job migration for the purpose of decreasing resource fragmentation.,NFR,SE
There will be a maximum of 1 bug/KLOC.,NFR,PE
The maximum response time for the submission of a job will be 1 minute.,NFR,PE
All code will be written as specified by the Hungarian Naming Convention.,NFR,LF
All code will be written as required by the GNU General Purpose License.,NFR,O
The Libra scheduler will be a sub-component of SGE.,NFR,O
All coding will be done in standard C.,NFR,O
NPAC SMS shall allow NPAC personnel to specify an NPA-NXX for database extract file creation.,F,SE
NPAC SMS shall prevent the entry of pipe characters (|) as part of text strings.,F,SE
NPAC SMS shall allow NPAC personnel to create a new LRN for a service provider.,F,US
NPAC SMS shall synchronize its system clock using NTP to a Stratum 1 host.,NFR,PE
The service provider responsible for the NPA split communicates NPA Split information to the NPAC.,NFR,SE
Note: New NPA-NXX(s) will be opened via normal processing prior to the NPA Split.,NFR,O
NPAC SMS shall leave filters for NPA-NXX(s) involved in an NPA split unchanged.,F,FT
NPAC SMS short business days shall be Monday through Friday excluding NPAC operations-defined holidays.,NFR,A
NPAC SMS long business days shall be Monday through Saturday excluding NPAC operations-defined holidays.,NFR,A
NPAC SMS shall default the short Business Day Duration tunable parameter to 12 hours.,NFR,PE
NPAC SMS shall default the long Business Day Duration tunable parameter to 12 hours.,NFR,PE
NPAC SMS shall allow NPAC operations personnel to add/delete business holidays.,F,SE
NPAC SMS shall follow the file naming convention as described in Appendix E.,NFR,LF
NPAC SMS shall follow the file format as described in Appendix E.,NFR,O
NPAC SMS shall default the SOA NPA-NXX-X Indicator to FALSE. (Previously NC-3),NFR,SE
NPAC SMS shall default the LSMS NPA-NXX-X Indicator to FALSE. (Previously NC-20),NFR,SE
NPAC SMS shall default the EDR Indicator to FALSE. (Previously NC-60),NFR,FT
NPAC SMS shall apply NPA-NXX Filters to NPA-NXX-X downloads to the Local SMS(s). (Previously N-65),NFR,SE
NPAC SMS shall apply NPA-NXX Filters to NPA-NXX-X downloads to the SOA(s). (Previously N-68),NFR,SE
NPAC SMS shall apply NPA-NXX Filters to Block broadcasts to the Local SMS(s). (Previously B-560),NFR,SE
NPAC SMS shall apply NPA-NXX Filters to Block re-sends to the Local SMS(s). (Previously B-574),NFR,SE
The NPAC SMS shall allow NPAC Personnel to add a Service Provider.,F,O
NPAC SMS shall allow NPAC personnel to delete a Service Provider.,F,SE
NPAC SMS shall allow NPAC personnel to view Service Provider data.,F,SE
NPAC SMS shall allow authorized Service Provider personnel to modify their own Service Provider data.,F,SE
NPAC personnel can request that Service Provider data be created in the NPAC SMS. ,NFR,SE
NPAC SMS shall require the following data if there is no existing Service Provider data:,NFR,SE
NPAC SMS shall notify NPAC personnel upon successful creation of the new Service Provider.,NFR,US
NPAC SMS shall allow NPAC personnel to view all Subscription Versions associated with an LRN.,F,SE
NPAC SMS shall allow NPAC personnel to view all Subscription Versions associated with an NPA-NXX.,F,SE
The following specifies NPAC SMS functionality needed to support the user requests described above.,NFR,O
Service Providers are only allowed to query their own data.,NFR,SE
NPAC SMS shall allow NPAC personnel to set a Subscription Version to conflict.,F,PE
NPAC SMS shall prohibit a Subscription Version in conflict from being activated.,F,SE
NPAC SMS shall default the long Initial Concurrence Window tunable parameter to 9 business hours.,NFR,PE
NPAC SMS shall default the short Initial Concurrence Window tunable parameter to 1 business hour.,NFR,PE
NPAC SMS shall default the long Final Concurrence Window tunable parameter to 9 business hours.,NFR,PE
NPAC SMS shall default the short Final Concurrence Window tunable parameter to 1 business hour.,NFR,PE
RR5-57 Create Inter-Service Provider Port-to-Original Subscription Version – After Block Activation,NFR,O
NPAC SMS shall notify the originating user indicating successful modification of an active Subscription Version.,F,FT
NPAC SMS shall default the Conflict Restriction Window Tunable parameter to 12 noon.,NFR,PE
NPAC SMS shall default the Conflict Expiration Window tunable parameter to 30 calendar days.,NFR,PE
R5-50.2 Conflict Resolution Subscription Version - Status Message,F,O
RR5-12.1 Conflict Resolution Subscription Version - Inform Both Service Providers of Pending Status,F,US
NPAC SMS shall allow NPAC personnel to view the Local SMS Activation Message log.,F,SE
NPAC SMS shall default the Subscription Activation Retry Attempts tunable parameter to 3 times.,F,PE
NPAC SMS shall default the Subscription Activation Retry Interval tunable parameter to 2 minutes.,NFR,PE
NPAC SMS shall default the Subscription Disconnect Retry Attempts tunable parameter to 3 times.,F,PE
NPAC SMS shall default the Subscription Disconnect Retry Interval tunable parameter to 2 minutes.,NFR,PE
NPAC SMS shall default the long Cancellation-Initial Concurrence Window tunable parameter to 9 business hours.,NFR,PE
NPAC SMS shall default the short Cancellation-Initial Concurrence Window tunable parameter to 9 business hours.,NFR,PE
NPAC SMS shall default the long Cancellation-Final Concurrence Window tunable parameter to 9 business hours.,NFR,PE
NPAC SMS shall default the short Cancellation-Final Concurrence Window tunable parameter to 9 business hours.,NFR,PE
NPAC SMS shall provide an NPAC SOA Low-tech Interface.,NFR,LF
"NPAC SMS shall support Create Subscription Version requests via a secure, NPAC SOA Low-tech Interface.",NFR,LF
"NPAC SMS shall support Cancel Subscription Version requests via a secure, NPAC SOA Low-tech Interface.",NFR,LF
"NPAC SMS shall support Modify Subscription Version requests via a secure, NPAC SOA Low-tech Interface.",NFR,LF
"NPAC SMS shall support query of Subscription Versions via a secure, NPAC SOA Low-tech Interface.",NFR,LF
"NPAC SMS shall support Activation of Subscription Versions via a secure, NPAC SOA Low-tech Interface.",NFR,LF
NPAC SMS shall default the SOA Retry Attempts tunable parameter to 3 times.,F,PE
NPAC SMS shall default the LSMS Retry Attempts tunable parameter to 3 times.,F,PE
NPAC SMS shall default the LSMS Retry Interval tunable parameter to 2 minutes.,NFR,PE
NPAC SMS shall allow the SOA to only recover SOA notifications.,F,SE
NPAC SMS shall allow the LSMS to only recover LSMS notifications.,F,SE
NPAC SMS shall support the following network data download criteria:,NFR,SE
NPAC SMS shall default the Unused Userid Disable Period tunable parameter to 60 days.,NFR,PE
NPAC SMS shall provide a complementary mechanism or procedure for the re‑instatement disabled userids.,F,SE
NPAC SMS shall provide a procedure for the deletion of userids.,F,SE
NPAC SMS shall support the temporary disabling of userids.,NFR,SE
NPAC SMS shall provide an option for automatic reactivation of disabled userids.,F,SE
NPAC SMS shall require a single password entry for each userId.,NFR,SE
NPAC SMS shall store passwords in a one‑way encrypted form.,NFR,SE
NPAC SMS shall only allow access to encrypted passwords by authorized users.,NFR,SE
NPAC SMS shall require non-null passwords.,NFR,SE
The NPAC SMS shall have a mechanism to reset passwords.,F,SE
NPAC SMS shall enforce password aging.,NFR,SE
NPAC SMS shall default the system password aging to 90 days.,NFR,PE
NPAC SMS shall default the password expiration notification time period to seven days,NFR,PE
NPAC SMS shall ensure that passwords do not contain the associated userId.,NFR,SE
NPAC SMS shall provide a password generator.,F,SE
"NPAC SMS shall ensure that generated passwords are ""reasonably"" resistant to brute‑force password guessing attacks.",NFR,SE
NPAC SMS shall ensure that the generated sequence of passwords have the property of randomness.,NFR,SE
NPAC SMS shall allow access to authorized individual users.,NFR,SE
NPAC SMS shall allow access to authorized remote systems.,NFR,SE
NPAC SMS shall disconnect end users after a period of non‑use.,NFR,PE
NPAC SMS shall default the Non-use Disconnect tunable parameter to 60 minutes.,NFR,PE
NPAC SMS shall default the number of allowable incorrect login attempts to 3.,F,SE
NPAC SMS shall default the time interval to restart the login process to 60 seconds.,NFR,PE
NPAC SMS shall not suspend the userId upon exceeding the threshold in R7-33.1.,NFR,L
"NPAC SMS shall only provide error feedback of ""invalid"".",NFR,SE
NPAC SMS shall provide a mechanism to restrict user login based on method of entry.,F,SE
NPAC SMS shall provide a mechanism to restrict user login based on user system location.,F,SE
NPAC SMS shall provide a strong authentication mechanism for network access.,NFR,SE
NPAC SMS shall use smart cards to authenticate users accessing the NPAC SMS via dial-up.,NFR,SE
NPAC SMS shall provide a mechanism to end the session through secure logoff procedures.,NFR,SE
NPAC SMS shall default the pre-login advisory warning message to the following:,NFR,PE
NPAC SMS shall only allow the NPAC Security Administrator to authorize users.,NFR,SE
NPAC SMS shall only allow the NPAC Security Administrator to revoke users.,NFR,SE
NPAC SMS shall provide security documentation that defines and describes procedures for adding users.,NFR,SE
NPAC SMS shall provide security documentation that defines and describes procedures for deleting users.,NFR,SE
NPAC SMS shall protect service provider data from access by unauthorized users.,NFR,SE
NPAC SMS shall allow only NPAC personnel to modify access rights to a resource.,NFR,SE
NPAC SMS shall identify the originator of any accessible system resources.,F,SE
NPAC SMS NMS shall use SNMP to monitor the system resources.,NFR,SE
NPAC SMS NMS shall use SNMP to detect error conditions.,NFR,FT
NPAC SMS NMS shall use SNMP to detect communication errors.,NFR,SE
NPAC SMS NMS shall use SNMP to detect link outages.,NFR,SE
NPAC SMS shall ensure proper rule checking on data update.,NFR,FT
NPAC SMS shall handle duplicate/multiple inputs.,NFR,PE
NPAC SMS shall check return status.,F,PE
NPAC SMS shall validate inputs for reasonable values.,F,FT
NPAC SMS shall ensure proper serialization of update transactions.,F,SE
NPAC SMS shall include database integrity checking utilities for the NPAC SMS database.,NFR,O
NPAC SMS shall archive the security audit data off‑line for a minimum of two years.,NFR,SE
NPAC SMS shall protect the security audit log from unauthorized access.,NFR,SE
NPAC SMS shall ensure that the security audit control mechanisms are protected from unauthorized access.,NFR,SE
NPAC SMS shall ensure that NPAC audit capability cannot be disabled.,NFR,SE
NPAC SMS shall have documented procedures for software backup.,NFR,SE
NPAC SMS shall have documented procedures for data backup.,NFR,SE
NPAC SMS shall have documented procedures for software restoration.,NFR,FT
NPAC SMS shall have documented procedures for data restoration.,NFR,FT
NPAC SMS shall record the exact revision number of the latest software installed.,F,SE
NPAC SMS shall be developed using a corporate policy governing the development of software.,NFR,O
NPAC SMS shall ensure that all the notifications are sent in the confirmed mode.,NFR,SE
NPAC SMS shall provide the list of keys in a secure electronic form.,F,SE
NPAC SMS shall support exchange of the list of keys in person or remotely.,F,SE
NPAC SMS shall ensure unique numbering of the keys.,F,SE
NPAC SMS shall reject messages that use a key whose usage has stopped.,NFR,SE
NPAC SMS shall allow authorized NPAC SMS personnel to initiate a new key for messages.,F,SE
NPAC SMS shall allow NPAC personnel to obtain the final results of an audit request.,F,SE
NPAC SMS shall allow NPAC personnel to cancel an audit request.,F,FT
NPAC SMS shall send audit results to the originating SOA.,F,SE
NPAC SMS shall record all audit results in an audit log.,NFR,SE
"NPAC SMS shall support the following valid audit statuses: In-progress, Canceled, Complete",F,A
NPAC SMS shall default the Data Integrity Sample Size tunable parameter to 1000.,F,FT
NPAC SMS shall allow NPAC personnel to create customized reports through an ad‑hoc facility.,NFR,US
NPAC SMS shall support an Audit Results Report.,F,SE
NPAC SMS shall generate an NPAC SMS data integrity report.,NFR,FT
NPAC SMS shall support on‑line file transfer capabilities to transfer report files.,NFR,O
NPAC SMS shall maintain a History Log to keep track of transactions processed.,F,O
NPAC SMS shall maintain an Error Log to keep track of transaction errors.,F,FT
NPAC SMS shall maintain an Error Log to keep track of transmission errors.,F,FT
NPAC SMS shall be 99.9 percent reliable. This applies to functionality and data integrity.,NFR,SE
NPAC SMS shall have unscheduled downtime per year less than or equal to 9 hours.,NFR,A
NPAC shall be capable of monitoring the status of all of its communication links.,NFR,SE
NPAC shall be capable of detecting and reporting all communication link failures.,NFR,SE
