Requirement,Prediction,Type
The product shall operate in offline mode whenever internet connection is unavailable.,NFR,A
The product shall retain user preferences in the event of a failure.,NFR,FT
100% of saved user preferences shall be restored when system comes back online.,NFR,FT
The product shall be able to support multiple remote users,NFR,SC
The product shall be able support 1000 simultaneous users.,NFR,SC
The product shall be installed by an untrained realtor without recourse to separately-printed instructions.,NFR,US
The product is expected to run on Windows CE and Palm operating systems.,NFR,O
Only registered realtors shall be able to access the system.,NFR,SE
Every user of the system shall be authenticated and authorized.,NFR,SE
The product shall prevent its data from incorrect data being introduced.,NFR,SE
The system shall allow a real estate agent to query MLS information,F,US
The user shall be able to get driving directions to a selected property,F,US
The user shall be able to download appointments and contact information for clients,F,SE
The system shall display clear property images in the search results,F,SE
system shall be able to handle all of the user requests/usage during business hours.,NFR,SC
The system shall cater to 10 simultaneous users from 9am to 5pm.,NFR,SC
A secondary database will be used to store historical statistics and data.,NFR,O
The system shall be able to call the seller or buyer to schedule an appointment,F,US
The realtor shall be notified of new client appointments after automatic synchronization with office system,F,US
The product shall allow the user to save the property search results.,F,FT
The system shall be easy to use by the Program Administrators/Nursing Staff Members.,NFR,US
The system shall be intuitive to the Program Administrators/Nursing Staff Members.,NFR,US
The system shall use symbols and words that are naturally understandable by the user community.,NFR,US
Staff members shall be able to complete a set of tasks in a timely manner.,NFR,US
The system shall be available for use between the hours of 8am and 6pm.,NFR,A
The system shall operate within the Windows XP Professional operating system.,NFR,O
The system shall interface with CampusConnect�s central server,NFR,O
The system shall interface with the faculty central server.,NFR,O
The system shall interface with the student master server.,NFR,O
We must be able to interface with any HTML browser.,NFR,O
Only authorized users shall have access to clinical site information.,NFR,SE
Only authorized users shall have access to students� personal information.,NFR,SE
Fit Criterion,F,O
The system shall protect private information in accordance with the organization�s information policy.,NFR,SE
A cohort shall be associated to one Program of Study offered by the department.,F,US
Students added to a cohort shall be eligible for the cohort�s Program of Study.,F,US
New System version releases shall be released at the beginning of each NFL season.,NFR,O
The system shall allow modification of the display.,F,LF
The system shall offer a display of all the Events in the exercise.,F,LF
The system shall filter data by,F,SE
The system shall allow a user to define the time segments,F,PE
The system shall display the local and exercise time in separate clocks,F,LF
The system shall offer the ability to pause and resume the refresh of data.,F,PE
The system shall provide charts for the Activity or Event actual versus assumed time.,F,PE
98% of the user workstations shall meet the minimum software requirements prior to implementation,NFR,O
The solution should enable the user to track the submitted defect or enhancement request.,F,FT
The system should provide for role-based control for the functionality within the system,NFR,O
The System must allow a user to be a member of more than one group.,F,US
"The System must be able to display several entities (cases, suspects) simultaneously.",F,PE
The user interfaces should be designed to make them user-intuitive.,NFR,LF
The user interfaces of the system should comply with Standard ISO 9241.,NFR,LF
The user interfaces of the system should follow the guidelines specified under www.usability.gov,NFR,LF
Unplanned downtime for the System must not exceed <xx hours/minutes> per <rolling three month period>.,NFR,A
The system should support multilingual interface,NFR,LF
The system should work even in an offline mode with the critical functionality,NFR,O
The system should be implemented using Service Oriented Architecture (SOA) and have a modular design,NFR,O
The system should be developed on Open Standards,NFR,O
The system should be developed for a centralized deployment and maintenance,NFR,O
The system should be developed to be deployed in a 3-tier datacenter architecture,NFR,O
The system should adopt standardized formats and common metadata elements,NFR,LF
The system must support multiple types of communication services for remote access,NFR,O
The system should support multi-tier authentication where required,NFR,SE
The system should support SSL encrypted connections,NFR,O
The system should support secure virtual private network connections,NFR,O
The system should run on multiple browsers,NFR,O
The system should support selective encryption of the stored data,NFR,O
ETCS shall provide the driver with information to allow him to drive the train safely.,F,US
ETCS shall be able to supervise train and shunting movements.,NFR,O
ETCS is required to be functional to a maximum train speed of 500 km/h.,NFR,SC
The current application level shall be indicated on the DMI.,F,LF
Any transition which occurs while the train is moving shall in principle occur automatically.,NFR,PE
The current operational status shall be indicated to the driver on the DMI,F,MN
National values shall be applicable to a defined area,NFR,SE
"Default values shall be harmonised values, permanently stored in all ERTMS/ETCS on board equipment",F,O
"At Start Up, the on board equipment shall perform an automatic self-test.",NFR,PE
The test shall require no action on the part of the driver.,NFR,L
The DMI shall indicate the result of the self-test.,F,US
Train data shall be entered before the on-board ETCS equipment allows train movement.,NFR,PE
The driver shall be able to select Train Data Entry on the DMI.,F,US
Entering or overwriting data manually by the driver shall be possible but only when stationary.,NFR,SE
Train data may be entered automatically from a railway management system or from train memory.,F,O
The entry of driver identification and the selection of the language shall be possible.,F,US
Transfer to Shunting on driver's selection shall only be possible when stationary.,F,SE
Permission received shall be indicated to the driver.,F,US
"Before authomatic transition to Shunting, ETCS shall request confirmation from the driver.",F,PE
ETCS shall supervise Shunting operation to a permitted national speed value.,NFR,PE
The supervised Shunting speed shall be indicated to the driver on request.,F,PE
Exit from Shunting shall only be possible when the train is stationary.,NFR,SE
Exit from Shunting shall take place when the driver selects exit from shunting.,F,US
Partial Supervision shall be indicated on the DMI.,F,LF
The train shall have the capability of being supervised to a ceiling speed.,NFR,PE
It shall be possible to order a train trip when passing a stop signal,F,US
Full Supervision shall provide supervision of speed and distance.,F,PE
The ETCS trainborne equipment shall be capable of being isolated.,NFR,O
Unfitted operation shall be possible if ordered by trackside,F,O
Unfitted operation shall be possible if selected by the driver at start up,F,O
The on board shall supervise the train against a ceiling speed,NFR,PE
The onboard shall be capable to switch to another ETCS status when transmitted from trackside,NFR,O
The ETCS on-board shall be capable of receiving track description from the trackside.,F,O
It shall be possible to send information on adhesion conditions from trackside.,F,SE
The trackside shall be able to send information for the calculation of speed profiles.,F,US
The ceiling speed level for the movement authority shall be defined as data National Value.,F,PE
"Before entering an occupied track, a driver acknowledgement shall be requested.",F,US
The train shall be supervised according to train speed data available.,F,A
The target distance shall not be shown on the DMI unless selected by the driver.,F,LF
ETCS shall collect all relevant information concerning train and line speed.,NFR,SE
The braking curves shall ensure that the train complies with its speed requirements.,NFR,PE
The release speed shall be indicated on the DMI.,F,LF
Each railway shall have the possibility of allowing a different release speed for every signal.,F,PE
The ETCS trainborne equipment shall be able to determine the location of the entire train.,NFR,US
The train location calculation shall take into account error of odometry.,F,PE
Actual speed shall be indicated on the DMI,F,PE
A train shall be supervised to its static and dynamic train speed profiles.,NFR,O
The driver shall be able to release an ETCS emergency brake application when stationary.,NFR,PE
The roll away/reverse movement intervention shall be indicated on the DMI.,F,LF
Standardised output interfaces shall enable transmission of information recorded to other media for investigation,NFR,O
Information received shall not influence the traction unit(s) with in-operative cabs.,F,SE
The train trip function 4.6.12 shall be suppressed in traction unit(s) with in-operative cabs.,NFR,O
The train trip function 4.6.12 shall be suppressed on the tandem traction unit.,NFR,O
The driver shall enter the driver ID,F,SE
The train speed shall be at or below a speed specified by a national value.,NFR,PE
The driver shall select an override control according to the permission received.,F,PE
The override control shall be protected against inadvertent operation.,NFR,SE
"When the train passes the stop signal, the train trip function shall be suppressed.",NFR,PE
Actual speed shall still be shown on the DMI.,F,PE
A special indication shall be shown on the DMI.,F,LF
The supervised speed shall not be shown on the DMI.,F,PE
It shall be possible to command an immediate train stop.,NFR,PE
When a train has received an emergency stop ETCS shall command the emergency brake.,NFR,PE
The emergency stop shall be indicated to the driver on the DMI.,F,PE
Route unsuitability shall be indicated on the DMI.,F,LF
The driver shall be able to override the function when the train is stationary.,NFR,PE
After overriding this function the movement authority shall be re-established.,NFR,FT
When a traction unit passes a stop-signal the emergency brake shall be triggered.,NFR,PE
Operation of the train trip shall be indicated on the DMI.,F,LF
The emergency brake shall be applied until the traction unit is stationary.,NFR,PE
After the acknowledgement the driver shall be able to continue the movement,F,US
The ETCS trainborne equipment shall transmit its own train identification to the RBC.,NFR,O
The train running number shall consist of a maximum of 8 numeric digits.,NFR,LF
The ETCS on-board shall be capable of receiving information regarding air tightness from the trackside.,NFR,PE
It shall be possible to send plain text messages from track to train.,NFR,SE
"When the plain text message appears on the DMI, the driver shall be alerted.",NFR,PE
The onboard equipment shall display plain text messages as received.,F,LF
The character set used shall support different languages.,NFR,O
It shall be possible to send fixed text messages from track to train,NFR,SE
Fixed text messages shall be provided in the language selected by the driver,F,O
Information shall be shown on the DMI,F,O
The new target location shall be checked for acceptance by the on board.,F,US
Reversing shall be possible as defined by a value given with the MA,F,US
Reversing shall be supervised to a distance and speed set as National Values,NFR,PE
The distance supervised can be extended from the trackside.,F,O
Once the train starts reversing the MA shall be cancelled.,NFR,PE
The occurrence of a failure shall be displayed on the DMI.,F,FT
2.2.3 The system shall support point-to-point voice calls between any two call parties. (M),NFR,SE
2.2.5 The system shall allow a user to make public emergency point-to-point voice calls. (M),NFR,SE
2.2.7 The system shall support broadcast voice calls. (M),NFR,SE
2.2.12 The system shall support group voice calls. (M),NFR,O
2.2.17 The system shall support multi-party voice communications between up to six different parties. (M),NFR,O
2.3.3 The network should support the receipt of mobile-originated text messages by the ground. (O),NFR,SE
2.3.6 The network shall support point-to-point data communications. (M),NFR,O
2.3.7 Deleted.,F,A
2.3.8 The network shall support data rates of at least 2.4 kbit/s. (M),NFR,SC
2.3.11 The network should support fax transmissions between the ground and mobile users. (O),NFR,SC
3.2.3 The network shall support all EIRENE-compliant mobiles. (M),NFR,SC
"3.3.1 (Network selection requirements for mobiles have been moved to sections 5, 6 and 7).",NFR,L
3.3.2 Deleted.,F,A
3.4.1 Call set-up time requirements are dependent mainly upon priority (see section 10.2). (I),NFR,PE
3.4.2 The required call set-up times shall be achieved in 95% of cases. (M),NFR,A
3.5.8 Requirement 3.5.7 needs further technical specification changes before field implementation can be achieved. (I),NFR,MN
4.1.4 Mobile equipment shall function correctly when travelling at speeds from 0 km/h to,NFR,PE
5.2.2iv A Push-To-Talk function shall be provided for use during group calls. (M),NFR,O
"5.2.2.28 Whilst on-going, a multi-drivers indication shall be displayed permanently at all Cab radios. (M)",NFR,O
5.2.2.31 The lead driver shall be able to terminate the entire call. (M),F,PE
5.2.2.43 An audible and visual indication of an incoming call shall be provided. (M),NFR,PE
5.2.2.64 A means to enter and leave shunting mode shall be provided. (M),F,O
5.2.2.66 The link assurance tone shall be provided via the loudspeaker. (M),NFR,O
5.2.3.5 The MMI on/off control shall be designed to prevent accidental activation/ deactivation. (M),NFR,PE
"5.2.3.10 As far as possible, the above procedure should also apply on power failure. (O)",NFR,PE
5.2.3.16 The radio shall support at least ten different languages. (M) Adjust loudspeaker volume,NFR,O
5.2.3.20 Deleted.,F,A
5.2.3.21 Deleted.,F,A
5.2.3.22 Deleted. Manual network selection,F,PE
5.2.3.25v Directed network selection is suitable for crossing international borders. (I) Automatic network selection,NFR,US
5.2.3.25viii Automatic network selection shall not be used for international border crossing. (M),NFR,SE
5.2.3.45 Such tests shall not prevent calls. (M),NFR,L
"5.2.4.8 Where pre-emption occurs, an advisory indication may be provided to the pre-empted parties. (O)",F,PE
5.4.4 Note: there is no requirement for hands free operation. (I),NFR,SE
5.4.6 The driver shall be able to adjust the contrast of the display. (M),NFR,LF
5.4.9 Displayed characters shall have a minimum height of 5mm. (M),NFR,LF
5.4.10 The following colours shall only be used where mandated in 5.4.11: (M) red; green.,NFR,LF
5.4.12 Deleted.,F,A
5.4.15 Cab radios shall provide a means of preventing tampering. (M) Service availability,NFR,SE
5.5.1 Deleted.,F,A
5.6.1 Deleted.,F,A
5.7.4 DSD alarm information shall be transmitted to the primary controller. (M),NFR,SE
5.7.5 Additional information may also be provided if available from external systems. (O),NFR,O
5.9.1 On-train mobiles shall provide a standardised interface to ERTMS/ETCS. (M),NFR,O
"5.9.2 In addition, individual railways may have requirements to interface to national control/command systems. (I)",NFR,O
5.10.1 Other interfaces may be provided in the Cab radio system. (O),NFR,O
6.2.2.5 An audible and visual indication of an incoming call shall be provided. (M),NFR,PE
6.2.2.7 A short audible and visual indication of the incoming call shall be provided. (M),NFR,PE
"6.3.2 The General purpose radio should be small, compact and easy to carry. (I)",NFR,O
6.3.6 Changing the battery should not result in losing data stored in the radio. (O),NFR,PE
6.4.1.2 The MMI should be suitable for use both by day and night. (O),NFR,O
6.4.2.1 The on/off control should be designed to prevent accidental activation/deactivation. (O),NFR,PE
6.4.2.2 Facilities should be provided to adjust the loudspeaker volume. (O),F,O
6.4.2.5 Stored numbers and other set-up details should be protected against accidental alteration. (O),F,O
6.4.3.2 A network service availability indication shall be provided to the user. (M),NFR,SE
7.2.2.13 An audible and visual indication of an incoming call shall be provided. (M),NFR,PE
7.2.2.15 A short audible and visual indication of the incoming call shall be provided. (M),NFR,PE
7.3.8 The weight of the Operational radio including battery should not exceed 800g. (O) Electrical,NFR,O
7.3.11 The Operational radio should be suitable for use with a car adapter kit. (O),NFR,O
7.4.1.2 The MMI shall be suitable for use by day and night. (O),NFR,O
7.4.3.2 The emergency button shall be designed to avoid accidental use. (M),NFR,PE
7.4.3.4 A dedicated Push-To-Talk button shall be provided. (M),NFR,O
9.2.1.2 Each mobile shall be identified by a unique telephone number. (M),NFR,SE
9.2.2.2 Every on-train function shall be identified by a unique standard number. (M),NFR,US
9.2.3.2 Every on-engine/coach function shall be identified by a unique standard number. (M),NFR,LF
10.3.2 Any implementation of such call restrictions shall not affect international interoperability. (M),NFR,L
"10.6.3 If required, a railway may make additional restrictions to the access matrix. (O)",F,L
11.2.1.6 Deleted.,F,A
11.2.2.2 The functional number shall consist of numeric characters only. (M),NFR,LF
11.3.2.2 The functional number registration facility shall be supported by all EIRENE user equipment. (M),NFR,O
11.3.3.2 The functional number deregistration facility shall be supported by all EIRENE user equipment. (M),NFR,O
11.3.4.2 This procedure shall be carried out without manual intervention. (M),NFR,L
11.4.5 The location dependent addressing scheme shall be available to all mobiles. (M),NFR,SE
13.1.8 The Shunting emergency call shall automatically take priority over the link assurance signal. (M),NFR,PE
13.2.2.5 Different indications at the originating and receiving terminal may be provided. (O),F,PE
13.4.2 The confirmation shall be generated automatically without input from the user. (M),NFR,US
14.2.3 The shunting communication shall be protected from unintentional and unauthorised access. (M),NFR,SE
14.2.10 Deleted.,F,A
The system shall use SQL based database to store inventory information.,NFR,O
USB interface and divers are provided by Yoggie Corporation.,F,O
Shall install online help for users via the web interface,NFR,O
"Shall deliver Operations and Maintenance manual, Users Guide book, and Installation Instructions for the Administrator.",F,O
"Assume the delivery of development, test and evaluate samples of the USB system from Yoggie.",F,O
Assume Yoggie will freeze the baseline of the USB system after delivery.,NFR,PE
The system shall be able to retrieve 200 products per second.,NFR,PE
The system shall be able to add product to shopping cart in less than 2ms.,NFR,PE
The system shall be able to email customer and vendor in less than 1 second.,NFR,PE
The system shall be able to validate credit card in less than 2 seconds.,NFR,PE
The system shall be able to acquire shipping charges in less than 2 seconds.,NFR,PE
The system shall be able to restore 1000 records per second.,NFR,PE
The system will do periodic backups through a live internet connection.,NFR,O
The system shall validate credit cards against fraud.,NFR,SE
The system shall encrypt all sensitive information via https.,NFR,SE
The system shall encrypt all customer data in database.,NFR,SE
The system shall auto detect IP DOS attacks and block IP automatically.,NFR,SE
The system shall detect consecutive failed login attempts.,F,SE
The system shall be protected by open source firewall called Firestarter. http://www.fs-security.com/,NFR,O
The system shall have an availability of 99.99%.,NFR,SC
The system shall perform searches via Dijkstra's shortest path algorithm.,NFR,US
The system shall automatically compress image files that are too large in size.,NFR,O
The system will employ on demand asynchronous loading for faster execution of pages.,NFR,PE
The system shall validate email address existence.,F,SE
The system shall be easy to use,NFR,US
The system shall be easy to learn,NFR,US
"The system shall utilize help bubbles to assist managers, customers, and administrators",NFR,US
The system shall employ easy to locate buttons,NFR,US
The system shall prompt customer with friend easy to read error messages.,NFR,US
The system shall utilize consistent symbols and colors for clear notifications.,NFR,US
The system shall utilize interchangeable plugins.,NFR,O
The system shall be easily updatable for fixes and patches.,NFR,O
The system shall be easy to upgrade.,NFR,MN
The system shall be extremely portable via the usb drive.,NFR,O
The system shall be easy to migrate or backed up via another usb drive.,NFR,O
The system should be able to run under debug mode.,NFR,O
The system should be able to run test credit card transactions.,NFR,O
The system should be able to run test shipping orders.,NFR,O
The system should be able to create test environment of weborder system.,F,O
The system hardware shall be fixed and patched via an internet connection.,NFR,O
Yoggie shall coordinate on future enhancement and features with our organization.,NFR,MN
The format for service information description is defined,F,O
"The interaction protocol between Web Server-SR, SR-mediator is defined.",NFR,O
"Resource provisioning, delegation and reservation policies are in place",F,MN
There is an established norm that any resource failure will be reported,NFR,FT
Malicious requests are detected and rejected.,NFR,SE
Web servers have already replicated necessary content.,NFR,O
Both anticipated and unanticipated user requests (traffic) are considered.,F,SE
The format for service information description is defined,F,O
The format of service requirements is defined.,F,O
"Mediator-SR, mediator-PR, mediator-PA interaction protocols are defined.",NFR,O
Mediator works in conjunction with the PA to establish negotiation.,NFR,US
Interaction protocols between PAs are identified.,NFR,US
Malicious requests are identified and acted upon.,F,US
There are existing policies for long-term peering arrangement.,NFR,SC
There is procedure to perform short-term negotiation.,F,US
Negotiation is established between selected CDN peers.,F,US
Primary CDN has already acquired sufficient external resources.,NFR,O
Functional policies are identified and deployed.,F,US
Effective content delivery is ensured through SLA satisfaction.,NFR,US
Policies identifying the consequences of SLA violation are defined.,F,US
Policies are in place to perform renegotiation for problem resolution.,F,US
There are several means of transmitting commands and data across the  Gemini system:,NFR,O
The Gemini system software is designed  under the following constraints.,NFR,O
The levels at which maintenance may be performed are:,NFR,O
Privileges and protections are also important parameters  to deﬁne user operations.,NFR,SE
This could be done at an Gemini 8m Telescopes base facility  during the day.,NFR,O
The precedence for conforming to safety requirements will be:,NFR,US
Life cycle constraints are discussed in the  Gemini Software Management Plan.,NFR,O
In addition the Gemini project deﬁnes a hazard as:,F,SC
"The different observing modes (interactive, queue-based,  remote-operations and service) impose constraints on software design.",NFR,O
All equipment shall support a programmed adjustment and maintenance  interval of 30 days or longer,NFR,MN
"MIL-STD-822B, System Safety Program Requirements, deﬁnes safety and risk as:",NFR,PE
Hardware constraints are covered in the individual chapters  the Software Design Description.,NFR,O
"It should be a goal, but not a requirement, that the interface provide support for",NFR,O
Details of these standards can be found in the Software  Programming Standards document.,NFR,O
There are a number of general constraints placed on the Gemini Software.  These are:,NFR,O
The computer hardware used for development must conform to  the following:,NFR,O
"Standard interfaces to the control electronics shall be available, in the form of:",NFR,O
These are deﬁned in the Gemini Conﬁguration Control Plan.,NFR,O
These should be done in situ during an observing session.,NFR,US
Valid Temperatures Trigger Values Overtemp Values,F,LF
The following sections describe the Monitor Temperature component of the THEMAS system.,F,LF
The THEMAS system shall only respond to temperatures that are within a reasonable value.,NFR,PE
Temperature Trigger Exceeded Temperature Limit Exceeded,F,PE
Heating Unit Signal Cooling Unit Signal Unit Status System Events,F,O
**DELETED** [SSS260] **DELETED** [SSS261] **DELETED**. [SSS262] **DELETED** [SSS263] **DELETED**. [SSS264] **DELETED** [SSS265] **DELETED** [SSS267],NFR,FT
TCS shall provide the capability to monitor payload adherence to the uplinked mission plan. [SSS155],NFR,PE
The TCS shall provide a CD drive for the retrieval of TCS data. [SSS341],NFR,O
The TCS shall be sea transportable. [SSS523],NFR,O
**DELETED** [SSS105] **DELETED** [SSS106] **DELETED** [SSS107],NFR,FT
The TCS shall have an interface to an uninterruptible power supply. [SSS344],NFR,O
TCS shall be capable of executing AV maintenance software and displaying appropriate status results. [SSS245],NFR,O
**DELETED** [SSS25405] **DELETED** [SSS25506] **DELETED** [SSS25607] **DELETED** [SSS25708] **DELETED** [SSS258] **DELETED** [SSS259],NFR,O
The TCS shall be air transportable by helicopter (CH-47/CH-53D) and C-130 drive-on/drive-off capable. [SSS522],NFR,O
The TCS shall be rail transportable. [SSS524],NFR,O
"This section not applicable, therefore tailored out.",F,L
TCS shall be capable of executing payload maintenance software and displaying appropriate status results. [SSS246],NFR,O
The TCS shall be ground transportable. [SSS521],NFR,O
In the Training Operations Mode the TCS shall support the following functions: [SSS039],NFR,O
The TCS shall provide a tape drive for storage and retrieval of TCS data. [SSS342],NFR,O
In the Normal Operations Mode the TCS shall support the following functions: [SSS037],NFR,O
Leftclicked down on a block.,F,LF
The game statistics is composed of 10 player statistics.,F,US
The user must undo and redo its last thousand actions.,NFR,US
There can be only one user per machine.,NFR,SE
The user can cancel a movement.,F,SE
Leftclicked up on a selected block.,F,LF
The product must count and display the number of the user' asction.,F,US
"The Simple Finish Window is closed. The statistic window is displayed, see chapter 3.2.3.4.",F,LF
Menu disappears. Requirements of the action determines the continuation.,F,FT
The following statistics are recorded during the game :,F,A
The data stored in the statistic file are erased.,F,SE
The great square is moved at the bottom of the board.,F,LF
No qualification is necessary.,NFR,US
End of the game (see chapter 3.2.2.1) or menu selection.,F,US
Action in question is performed :,F,US
The software must be portable to the Windows OS.,NFR,O
"The games is over, see chapter 3.2.2.1.",F,PE
New game board display.,F,O
The user can redo a movement that has been canceled.,F,US
The main window shall provide the following parts :,F,LF
"The game state becomes ""Block selection"".",F,US
"Contains ""Display"" and ""Erase"". In this order.",F,LF
"The ""finish"" window is closed. The statistic window is displayed, see chapter 3.2.3.4.",F,LF
"The player clicks on the pushbutton ""OK"".",F,US
Open a previous saved game.,F,SE
"The game state becomes ""Block deplacement"".",F,PE
"The Finish Window with Statistics is completed by the player, see chapter 3.2.2.2.",F,O
"The product runs as a standalone application. Its user interface uses menus, graphics and sounds.",NFR,LF
The product must count and display the time that the user uses to play.,F,US
The product must display a window with all the player' scores.,F,US
"Contains ""Open game ..."", ""Save Game ..."", ""Save Game As..."" and ""Exit"". In this order.",F,LF
"Mouse movement during the ""Block movement"" state.",F,PE
All the player statistics are freezed.,F,SE
Save the current game.,F,PE
The user could erase all the statistics.,F,SE
Chain of custody information for all specimens/samples should be captured.,F,SE
"Systems supporting OM must allow for dynamic, event-specific case investigation data to be captured.",NFR,O
"Contacts of exposed entities (e.g., people, animals, places) may be traced, investigated, and monitored.",NFR,SE
Configuration management protocols and personnel should be identified to support multiple deployment options.,NFR,O
Systems supporting OM must provide the ability to publish investigation-specific questionnaires and implementation guides.,NFR,US
"Laboratory results should be linked to laboratory test requests, which are linked to subjects.",F,US
Systems supporting OM must be able to accept data from other partner systems supporting OM.,NFR,O
"Other descriptive details may be captured, such as occupation and work history.",F,US
Electronic questionnaires should provide the capability to accept digital signatures.,NFR,O
"Systems supporting OM should be capable of using configurable, domain-specific vocabulary.",NFR,US
Systems supporting OM should allow for analytical searches based upon multiple criteria.,NFR,US
"Linkages allow investigators to create meaningful analysis, characterize the event, and identify at-risk populations.",F,US
"Systems supporting OM must support capturing dynamic, event-specific data that describes contact between two subjects.",NFR,O
"All levels of granularity of results (e.g., specimen/sample level, assay level) must be supported.",NFR,US
National EIRENE Numbers are used to set up calls within a single GSM-R network. (I),F,SE
The Service Area shall be defined on a national basis. (M),NFR,L
References for all sections are included in appendix A. (I),F,LF
Figure 5-3 shows an example of how the Train Interface Unit may be implemented: (I),F,LF
The Operational radio shall be suitable for use with a car adapter kit. (M),NFR,O
The logical architecture comprises a number of interfaces between the different EIRENE-MS elements. These are:,NFR,O
Each short dialling code shall consist of four digits. (M),NFR,LF
The Cab radio shall arbitrate between calls when:,F,PE
If registration is not successful an audible and visual indication shall be provided. (M),F,PE
Valid group IDs shall be as defined in table 14-9. (M),F,LF
The requirements for shunting operations are detailed in section 14. (I),NFR,L
The General purpose radio shall be suitable for use with a car adapter kit. (M),NFR,O
The logical architecture of the General purpose radio is illustrated in figure 6-1. (I),NFR,O
SIM cards should be fixed into the radio to protect against accidental loss. (O),F,O
"Further information may be obtained from [MORANE SSRS, MORANE FA FFFS, MORANE FA FIS]. (I)",NFR,O
All handheld mobile equipment shall be capable of withstanding the following shocks: (M),NFR,PE
Service areas shall be defined within each railway network. (M),NFR,SC
The Operational radio shall be capable of withstanding the following shocks: (M),NFR,O
The user information contained in the confirmation message shall be: (M),NFR,SE
The calling driver’s functional number shall be passed to the network using UUS1. (M),NFR,SE
The specification is divided into the following separate sections: (I),NFR,L
"In network boundary areas, the Service Area shall be allocated on a bilateral basis. (M)",F,SC
The Cab radio should support direct mode communications as defined in section 15. (O),NFR,O
Other interfaces may take the form of additional audio and data inputs and outputs. (I),NFR,O
The following EIRENE features are to be supported for each type of mobile radio:,NFR,O
The architecture comprises a number of interfaces between the different EIRENE-MS elements. These are:,NFR,O
The ground-train addressing can be divided into two areas: (I),F,O
The full numbering plan for shunting mode group calls is defined in subsection 9.9. (I),F,US
"Whilst automatic network selection is enabled, the MMI shall display an indication. (M)",NFR,PE
Function Codes identify the actual user of a mobile. (I),F,US
Two possibilities shall be available to the shunting leader when leaving shunting mode: (M),F,US
The following minimum values shall apply: (M),NFR,L
The railway specific services to be supported are listed in table 2-4.,F,SC
Mobile radios shall be of the following power classes: (M),NFR,O
The presence of the GSM-R network shall be indicated to direct mode users. (M),NFR,SE
Note: All other CT9 numbers are reserved for railway national fixed networks and systems.,F,MN
Direct mode equipment shall have a maximum transmit power of 1 Watt. (M),NFR,PE
Equipment is to be capable of operation in the following frequency bands: (I),NFR,SC
Re-registration consists of a registration procedure followed by a deregistration procedure. (I),F,US
Dial access shall be provided to initiate the following calls: (M),NFR,SE
"Where other data interfaces are implemented, they should be of the RS422 standard. (O)",NFR,O
Abbreviated dialling facilities shall be supported. (M),NFR,O
All mobiles shall be capable of operation in the following frequency bands: (M),NFR,SC
The EIRENE Functional Requirements Specification [EIRENE FRS] specifies the functional requirements for EIRENE. (I),NFR,O
Frequency modulated equipment conforming to [ETS 300 086] shall be used for direct mode. (M),NFR,PE
"In case of encryption, standardised ciphering algorithms shall be used. (M)",NFR,US
Priority access shall be provided to initiate the following: (M),NFR,SE
The interconnection of EIRENE networks should take place by interconnecting GMSCs. (O),NFR,PE
The system is based on the GSM architecture which is summarised in figure 1-3. (I),NFR,O
Applications may include: (I),F,US
Direct mode equipment sensitivity shall be at least –107dBm. (M),NFR,PE
Licensing of A5/x encryption algorithms is managed by the GSM Association. (I),NFR,SE
Further information about shunting mode may be obtained from [MORANE SM FFFIS]. (I),F,O
The categories of requirements defined in each section describing mobile equipment are as follows: (I),NFR,L
The logical architecture of the Operational radio is illustrated in figure 7-1. (I),NFR,O
At least one MSISDN number shall be allocated to each mobile station. (M),NFR,SE
Any implementation of CUGs must take account of requirements for interoperability. (M),NFR,O
"In particular, EIRENE equipment could interfere with: (I)",NFR,SE
The functionality described in 11.3.9i should also be available for other types of mobiles. (O),NFR,O
"The UIC frequency band for GSM-R is defined in [CEPT 25-09], [1999/569/EC] and [ECC(02)05]: (I)",NFR,LF
"On entering shunting mode, the terminal shall initially select the common shunting group. (M)",F,US
The Operational radio shall conform to IP 54 [IEC 529/EN 60529] as a minimum. (M),NFR,L
Short dialling codes shall start with the first digit equal to 1 (ie CT=1). (M),NFR,LF
The fields of an International Functional Number shall be defined as follows: (M),F,LF
Continuous Tone Coded Squelch Systems (CTCSS) shall be implemented on all direct mode equipment. (M),NFR,O
"For certain functions, standardised short codes shall be implemented for mobile originated calls. (M)",NFR,SE
The statements made in the specification are assigned to one of three categories: (I),NFR,US
"Further information may be obtained from [MORANE PFN FFFS, MORANE PFN FIS]. (I)",NFR,O
Note: the R-GSM band includes the Public GSM (P-GSM) and Extended GSM (E-GSM) bands.,NFR,SE
Emergency access shall be provided to initiate the following call: (M),NFR,SE
The Cab radio shall support shunting mode communications as defined in section 14. (M),NFR,O
The Operational radio shall cope with rapid temperature fluctuations of up to 3°C/second. (M),NFR,PE
The Operational radio should support direct mode communications as defined in section 15. (O),NFR,O
The CTCSS tone shall be at a frequency of 203.5 Hz. (M),NFR,PE
The Operational radio should support shunting mode communications as defined in section 14. (O),NFR,O
Once a call has been established the connected parties shall be able to communicate. (M),F,SE
A railway GSM network is also likely to have external interfaces to: (I),NFR,O
The system comprises the following elements: (I),NFR,L
Automatic self-testing of the radio shall use the GSM IMSI attach procedure. (M),NFR,PE
The following minimum values are recommended: (I),NFR,L
Levels 0 – 4 are designed to interwork with the ISDN MLPP service. (I),NFR,O
The user-to-user information element shall use the following format: (M),NFR,LF
