Requirement,Prediction,Type
scheduler shall issue 50 hz interrupt icp mean venus irq5 interrupt,NFR,PE
separation elapsed time shall roll 1 day,NFR,PE
train shall capability supervised ceiling speed,NFR,PE
train shall minimum supervised ceiling speed supervised speed shall shown dmi unless selected driver,NFR,PE
mean time view web page 56kbps modem connection shall exceed x second,NFR,PE
reversing shall supervised distance speed set national value,NFR,PE
manual network selection function shall available ongoing voice call involving cab radio,NFR,PE
ftse data provided telemetry specified requirement shall fit within allocated budget 5000 bit per second,NFR,PE
tc hci shall provide rapid mean cancel aural warning,NFR,PE
shall possible assign minimum 3 functional number arena user one time,NFR,PE
continuous visual indication emergency function activated shall provided originating receiving terminal,NFR,PE
start shall synchronize fcp operational fcs,NFR,PE
shall possible register ten functional number item equipment physically connected cab radio within 30 second,NFR,PE
short audible visual indication incoming call shall provided,NFR,PE
presence test shall also ascertain processor executing 50 hz 10 hz 1 hz frame,NFR,PE
mobile change network automatically visual audible indication shall given,NFR,PE
application shall able complete every user transaction within one fourth second receiving request network,NFR,PE
network planning coverage level defined term time area minimum signal criterion achieved,NFR,PE
mcc configured halt processing mpe test listed table 325 fails,NFR,PE
system initialization shall synchronize fcp virtual group presence power skew 25 second,NFR,PE
tc shall provide capability simultaneously view imagery well data one payload applicable,NFR,PE
separation elapsed time shall drift rate worst 50 ppm,NFR,PE
search result shall returned later 30 second user entered search criterion,NFR,PE
memory alignment permitted redundancy management shall initiate periodic resynchronization attempt fcp virtual group 1second rate,NFR,PE
utility timer shall accuracy 50 ppm,NFR,PE
transition occurs train moving shall principle occur automatically,NFR,PE
shunting emergency call shall sent user involved shunting operation shunting area,NFR,PE
tc shall allow operator initiate emergency recovery feature av av emergency recovery feature,NFR,PE
train pass stop signal train trip function shall suppressed,NFR,PE
providing customer sale agent fast access update accurate product information white paper,NFR,SE
call broadcast call user shall informed speak part broadcast call,NFR,SE
system shall encrypt sensitive information via http,NFR,SE
etc train borne equipment isolated system shall show etc information fact system isolated,NFR,SE
system must allow admin user set user profile allocate user group,NFR,SE
one database file allowed command line option,NFR,SE
possible transfer text message ground mobile arena system,NFR,SE
user information contained confirmation message shall,NFR,SE
credit card information secured server accessible authorized iron administrator information encrypted database,NFR,SE
licensing a5x encryption algorithm managed gsm association,NFR,SE
authorized personnel access sale information,NFR,SE
confirmation shall generated automatically without input user,NFR,SE
ease maintenance taken account design installation radio equipment example maintenance access antenna vehicle provided,NFR,SE
cab radio shall provide mean preventing tampering service availability,NFR,SE
accessible user internet web browser,NFR,SE
audit trail functionality activated system must track event without manual intervention store audit trail information,NFR,SE
network service availability indication shall provided user,NFR,SE
note rsm band includes public gsm psm extended gsm egs band,NFR,SE
group voice call provide voice communication number user predefined local area member call group,NFR,SE
product shall ensure accessed authorized user product able distinguish authorized unauthorized user access attempt,NFR,SE
viii automatic network selection shall used international border crossing,NFR,SE
product shall information security product shall enable privacy encryption security integrity checking,NFR,SE
authorized user shall access student personal information,NFR,SE
system must allow admin user set user profile allocate user group,NFR,SE
movie streamed customer purchased movie within 2day time period stream movie,NFR,SE
system shall allow user make public emergency pointtopoint voice call,NFR,SE
system support multiyear authentication required,NFR,SE
facility shall provided prevent unauthorized call mobile either functional number isdn number outside arena network,NFR,SE
national railway responsible limiting availability equipment capable taking part shunting communication person authorized engage communication,NFR,SE
functionality enter leave shunting mode shall available ongoing call involving cab radio,NFR,SE
dsd alarm information shall transmitted primary controller,NFR,SE
interconnection arena network required allow international call routing envisaged routing database information exchanged arena network,NFR,SE
particular arena equipment could interfere,NFR,SE
administrator activate prepaid card,NFR,SE
national value shall applicable defined area,NFR,SE
exit shunting shall possible train stationary,NFR,SE
authorized user shall access clinical site information,NFR,SE
exit shunting shall possible train stationary,NFR,SE
transmission link assurance signal originator link assurance signal shall able speak member using ptt function,NFR,SE
one arena user shall assigned given functional number one time,NFR,SE
additional local site procedure shall developed prevent intentional unintentional disclosure sensitive information unauthorized individual,NFR,SE
memory shall categorized congruent identical data noncongruent data identical memory,NFR,SE
level interaction higher achievable particular tc configuration shall prohibited,NFR,SE
malicious request detected rejected,NFR,SE
system shall use organization standard virus protection software help monitor threat,NFR,SE
system shall display error message new user found system,NFR,SE
section describes generic voice telephony service supported arena network,NFR,SE
mobile shall identified unique telephone number,NFR,SE
etc rbc restriction performance shall possible transmitted rbc,NFR,SE
override control shall protected inadvertent operation,NFR,SE
dialled call mmi shall pointtopoint voice call unless otherwise entered mmi time initiation,NFR,SE
least one isdn number shall allocated mobile station,NFR,SE
system shall support pointtopoint voice call two call party,NFR,SE
system shall provide password protected access web page viewed employee,NFR,SE
deactivating group mobile shall prevent user receiving call group,NFR,SE
text message facility shall interfere ability user use radio,NFR,SE
one user per machine,NFR,SE
supervision performed rbc shall possible prevent movement traction unit area authorized rbc,NFR,SE
tc shall inform operator operator attempt execute function prohibited result determined level interaction,NFR,SE
supervised rbc shall possible command emergency stop train particular area specific train,NFR,SE
system shall encrypt customer data database,NFR,SE
standardization uic group address required provide interoperability fixed railway network within asmr network,NFR,SE
functionality enter leave shunting mode shall available ongoing call involving cab radio,NFR,SE
shall necessary scrub area used store telemetry data,NFR,SE
authorized user within arena network shall able receive call calling party outside arena network,NFR,SE
national railway responsible limiting availability equipment capable taking part shunting communication person authorized engage communication,NFR,SE
contractor shall maintain product identification tracking system,NFR,SE
communication service shall provide capability broadcast message virtual group,NFR,SE
mechanism shall allow call higher assigned priority override preempt existing call lower priority,NFR,SE
product shall free computer virus,NFR,SE
fair shall place fault recovery information shared memory inclusion frame telemetered recorded ctc,NFR,SE
dsd alarm information shall transmitted primary controller,NFR,SE
group call service area shall freely configurable within operational responsibility railway network,NFR,SE
program administrator nursing staff member people shall access clinical site detail,NFR,SE
call broadcast call user shall informed speak part broadcast call,NFR,SE
national value shall applicable defined area,NFR,SE
following bearer service identified section 2 supported type mobile radio,NFR,SE
emergency call button shall red shall protected accidental use,NFR,SE
network support transmission pointtopoint point multipoint text message ground mobile user,NFR,SE
fixed network user receive emergency voice call designated dispatcher group member call defined gsm gcr,NFR,SE
highest rate group task ie task preempted immediate message service shall also provided,NFR,SE
network service availability indication shall provided user,NFR,SE
case lost master password key file database never unlocks recovery,NFR,SE
etc shall collect relevant information concerning train line speed,NFR,SE
priority access shall provided initiate following,NFR,SE
master password required unlock database doesnt open unless password entered,NFR,SE
certain function standardized short code shall implemented mobile originated call,NFR,SE
streaming server antivirus software prevent infection malicious virus,NFR,SE
cab radio shall provide mean preventing tampering service availability,NFR,SE
system must available user,NFR,SE
system shall prevent malicious attack including denial service,NFR,SE
function call shall routed based upon location mobile shall include,NFR,SE
group voice call provide voice communication number user predefined local area member call group,NFR,SE
registered customer information shall stored maintained database even customer cancel account,NFR,SE
system shall autodetect ip do attack bloc kip automatically,NFR,SE
shall possible send fixed text message track train,NFR,SE
deregistration shall performed subscription identified isdn number associated functional number,NFR,SE
privilege protection also important parameter done user operation,NFR,SE
tc software shall restrict operator exercising level interaction achievable system,NFR,SE
location dependent addressing scheme shall available mobile,NFR,SE
supervision performed rbc shall possible prevent movement traction unit area authorized rbc,NFR,SE
system shall send notification email client service email distribution list user directed xxx error page,NFR,SE
message safety related safety mechanism included application level concern arena system,NFR,SE
user may speak group call permission granted network using ptt function,NFR,SE
contact exposed entity eg people animal place may traced investigated monitored,NFR,SE
voice call service shall able operate combination fixed mobile equipment user pointtopoint voice call,NFR,SE
user may speak group call permission granted network using ptt function,NFR,SE
shall possible authorized subscriber fixed mobile network call mobile using appropriate isdn number,NFR,SE
ability initiate railway emergency call implemented radio accidental initiation railway emergency call shall prevented,NFR,SE
text messaging implemented network short message service shall used,NFR,SE
dr susan slushy dr julie donated people shall access student personal information,NFR,SE
shunting mode implemented mean enter leave shunting mode shall provided,NFR,SE
system shall provide authenticated user ability change password store change,NFR,SE
shall possible incoming call data message one user forwarded another user using functionality provided network,NFR,SE
system allows user make unauthorized attempt access case must log audit trail,NFR,SE
user may speak group call permission granted network using ptt function,NFR,SE
system shall log error message external data file user directed error page,NFR,SE
access asmr network external network shall detailed section 910,NFR,SE
shall possible user initiated call talk user listen group voice call,NFR,SE
mobile railway emergency group call subscription shall prevented deactivating emergency group whilst operational,NFR,SE
addition breakout code bcs shall used allow user within asmr network access external number,NFR,SE
system shall encrypt sensitive information via http,NFR,SE
mechanism shall allow call higher assigned priority override preempt existing call lower priority,NFR,SE
call broadcast call user shall informed speak part broadcast call,NFR,SE
backdoor key unlocks database,NFR,SE
audit trail functionality activated system must track event without manual intervention store audit trail information,NFR,SE
system must allow persistent default data entry desirable default include,NFR,SE
tc shall monitor uplink link uav control,NFR,SE
preempted call discontinued new call higher priority shall connected instead closed user group,NFR,SE
shall possible send plain text message track train,NFR,SE
telephone number defined national basis code certain function shall used international basis order allow interoperability,NFR,SE
transmission link assurance signal originator link assurance signal shall able speak member using ptt function,NFR,SE
responsibility individual asmr operator acquire public domain ndc national telecommunication regulator,NFR,SE
standardized interface protocol provided allow application external arena access arena bearer service,NFR,SE
shall possible revoke movement authority already issued train cooperative way rbc train,NFR,SE
product shall prevent data incorrect data introduced,NFR,SE
operational radio user shall protected electrical hazard arising mobile equipment defined,NFR,SE
override control shall protected inadvertent operation,NFR,SE
user admin privilege shall able add create new user associate user specified role system,NFR,SE
broadcast option used virtual group open pipe read avoid flow control problem,NFR,SE
valid data shall entered system invalid data shall entered system,NFR,SE
tc shall provide capability monitor status av subsystem reporting status,NFR,SE
system shall create log change update fix done site,NFR,SE
system support multiyear authentication required,NFR,SE
document directly referred document included document list,NFR,SE
system shall notify customer change information policy,NFR,SE
system shall support broadcast voice call,NFR,SE
default dialled call shall priority railway information call epp priority designation 4,NFR,SE
user document,NFR,SE
streaming movie buffering occur latency user connection,NFR,SE
pointtopoint call automatically answered see table 101 shall answered driver accepts call,NFR,SE
shunting communication shall protected unintentional unauthorized access,NFR,SE
user shunting leader attempt make another call whilst active member shunting group attempt shall ignored,NFR,SE
declutter capability shall provided allows operator display selected number significant threat,NFR,SE
title username url changed tan entry,NFR,SE
system shall autodetect ip do attack bloc kip automatically,NFR,SE
system shall support broadcast voice call,NFR,SE
system shall determine functionality available authenticated user3 according user role permission grant deny access correspondingly,NFR,SE
call broadcast call user shall informed speak part broadcast call,NFR,SE
network shall provide mechanism whereby call may assigned one number different priority level,NFR,SE
emergency call include 112 call may used railway emergency broadcast voice call,NFR,SE
system ensure high standard security access control,NFR,SE
network support transmission pointtopoint point multipoint text message ground mobile user,NFR,SE
one insurance company shall able view another insurance company claim data,NFR,SE
product shall audit capability product shall store message minimum one year audit transaction tracking purpose,NFR,SE
system supporting must capability capture entity travel history support investigation entity infected exposed potentially exposed,NFR,SE
system shall allow user make public emergency pointtopoint voice call,NFR,SE
railway appropriate call barring facility prevent unintended access asmr network unauthorized user,NFR,SE
supervised rbc shall possible command emergency stop train particular area specific train,NFR,SE
communication service shall detect message passing application task living virtual group bypass usage network element,NFR,SE
system shall encrypt customer data database,NFR,SE
user may speak group call permission granted network using ptt function,NFR,SE
tc shall provide capability pas control av another tc receive control av another tc,NFR,SE
constraint website include space bandwidth video streaming limited availability chancellor office resource,NFR,SE
system shall provide mechanism user authentication unambiguously identify user,NFR,SE
group call service area shall freely configurable within operational responsibility railway network,NFR,SE
control internal item device shall provided detecting isolating internal fault,NFR,SE
information cell dependent routing location dependent addressing may obtained,NFR,SE
dial access shall provided initiate following call,NFR,SE
emergency access shall provided initiate following call,NFR,SE
system shall support pointtopoint voice call two call party,NFR,SE
system shall validate credit card fraud,NFR,SE
commissioner authorized user per league adjust league setting,NFR,SE
shall possible member shunting group including driver transmit shunting emergency call shunting group area,NFR,SE
location dependent addressing scheme shall available mobile,NFR,SE
key file required unlock database doesnt open unless key file present,NFR,SE
group broadcast call shall automatically connected loudspeaker handset use handset handset hook,NFR,SE
authorized user shall access portion system interface campus connect,NFR,SE
viii automatic network selection shall used international border crossing,NFR,SE
every user system shall authenticated authorized,NFR,SE
authorized personnel access customer record database,NFR,SE
entering overwriting data manually driver shall possible stationary,NFR,SE
calling user functional number one shall passed network using uus1,NFR,SE
system shall granularly control access right major subsystem possible assign access right subsystem independently,NFR,SE
telephone number defined national basis code certain function shall used international basis order allow interoperability,NFR,SE
network support receipt mobile originated text message ground,NFR,SE
direct mode communication used event normal asmr service unavailable,NFR,SE
software exception ftp system shall transfer control user specified exception handling routine one provided,NFR,SE
shall possible incoming call data message one user forwarded another user using functionality provided network,NFR,SE
network shall provide mechanism whereby call may assigned one number different priority level,NFR,SE
prevent unauthorized use function permission shall obtained rbc train operating control rbc,NFR,SE
system shall maintain consistent security change user password ardor permission take effect part system,NFR,SE
etc shall collect relevant information concerning train line speed,NFR,SE
user record shall inherit specified role setting template user record created user template,NFR,SE
precedence criticality requirement identified,NFR,SE
website shall prevent data corrupted incorrect data entered,NFR,SE
emergency call include 112 call may used railway emergency broadcast voice call,NFR,SE
driver speak group call permission granted network pushing ptt button,NFR,SE
mobile railway emergency group call subscription shall prevented deactivating emergency group whilst operational,NFR,SE
system shall display error message new user active active directory,NFR,SE
presence asmr network shall indicated direct mode user,NFR,SE
customer stream movie purchased within 2day viewing period,NFR,SE
following requirement apply control transfer astronomical data form science engineering reference etc,NFR,SE
provision made prevent unauthorized call mobile outside asmr network,NFR,SE
system allows user make unauthorized attempt access case must log audit trail,NFR,SE
system shall protect data service unauthorized access system shall also provide authentication secure transaction,NFR,SE
pointtopoint call automatically answered see table 101 shall answered driver accepts call,NFR,SE
customer information stored secure database accessible authorized personnel,NFR,SE
shunting communication shall protected unintentional unauthorized access,NFR,SE
system shall provide user permission manage user role ability manage user property user role,NFR,SE
note requirement handsfree operation,NFR,SE
group user may access facility arena network shall limited,NFR,SE
data integrity script run weekly basis verify integrity database,NFR,SE
incoming call cab radio shall routed correct entrain user device using information contained subaddressing field,NFR,SE
entering overwriting data manually driver shall possible stationary,NFR,SE
prevent unauthorized use function permission shall obtained rbc train operating control rbc,NFR,SE
adjuster request recycled part audit report user without adjuster role shall request recycled part audit,NFR,SE
shall possible mobile member shunting group except driver transmit link assurance signal,NFR,SE
transaction data must transmitted encrypted form,NFR,SE
railway free implement authentication algorithm without resulting loss cross border interoperability,NFR,SE
system shall log error warning informational message external log file application server,NFR,SE
possible system prevent certain type user registering functional number authorized use example,NFR,SE
note requirement handsfree operation,NFR,SE
voice call service shall able operate combination fixed mobile equipment user pointtopoint voice call,NFR,SE
etc train borne equipment isolated system shall show etc information fact system isolated,NFR,SE
possible transfer text message ground mobile arena system,NFR,SE
system shall reveal private information compliance organization information policy,NFR,SE
shall possible revoke movement authority already issued train cooperative way rbc train,NFR,SE
allowing complete accurate customer order information captured directly customer well sale agent,NFR,SE
ram scrub shall scrub area used telemetry data,NFR,SE
product shall security product shall provide authentication authorization,NFR,SE
shall possible send fixed text message track train,NFR,SE
authorized arena mobile shall able receive railway emergency call time mobile powered,NFR,SE
transmit packet queue reception packet queue shall maintained task communication id,NFR,SE
asmr network shall allow user direct access public network subject call barring restriction,NFR,SE
system shall protect private information accordance organization information policy,NFR,SE
system shall validate credit card fraud,NFR,SE
shall possible mobile member shunting group except driver transmit link assurance signal,NFR,SE
authorized user within arena network shall able receive call calling party outside arena network,NFR,SE
shall possible user initiated call talk user listen group voice call,NFR,SE
system shall create log change update fix done site,NFR,SE
ability initiate railway emergency call implemented radio accidental initiation railway emergency call shall prevented,NFR,SE
registered realtor shall able access system,NFR,SE
emergency call button shall red shall protected accidental use,NFR,SE
credit card information encrypted database,NFR,SE
driver speak group call permission granted network pushing ptt button,NFR,SE
website shall make user aware information practice collection data via privacy policy accessible page website,NFR,SE
terminal shall ensure asmr service available user prevented entering direct mode,NFR,SE
usertouser information element following message defined shall used confirmation high priority call,NFR,SE
access asmr network shall possible using breakout code part dialled number,NFR,SE
user shall prevented entering direct mode gsm service available,NFR,SE
product shall provide player access information might reveal identity another player,NFR,SE
website shall protect intentional abuse notify administrator occurrence,NFR,SE
group user may access facility arena network shall limited,NFR,SE
verbiage used within system shall consistent standard english terminology national nursing community,NFR,US
information shall recorded accuracy enables clear view functioning etc way traction unit driven,NFR,US
information shall recorded accuracy enables clear view functioning etc way traction unit driven,NFR,US
aim section define feature level performance required service order ensure interoperability,NFR,US
user shall able select preferred language display setting shall retained radio,NFR,US
possible user change battery without use tool,NFR,US
group call visual indication shall provided remind user need use ptt function,NFR,US
mobile shall capable operation using algorithm country need roam,NFR,US
provide accessible usable user interface someone basic computer knowledge,NFR,US
authorized arena mobile shall able receive railway emergency call time mobile powered,NFR,US
every entrain function shall identified standard code shall conform list function given appendix 9a section,NFR,US
party involved multiparty voice call shall able talk simultaneously,NFR,US
additionally speech possible allow mobile user receiving warning tone give information,NFR,US
making individualization adaptation evident made evident user individualization ardor adaptation used,NFR,US
process moving one asmr network another system must minimize inconvenience user,NFR,US
possible user change battery without use tool,NFR,US
acknowledgement train shall able driven backwards certain distance defined national value,NFR,US
driver shall able use reversing function without needing reconfirm train data,NFR,US
system shall use symbol word naturally understandable user community,NFR,US
one mobile radio network available use mobile selection network use shall automatic see section 105,NFR,US
custom drawing pert diagram program allow user able directly draw pert diagram preference,NFR,US
user shall feel satisfied using product 85 user satisfied product,NFR,US
risk level program manage probability severity hazard shall also developed,NFR,US
product shall use symbol word naturally understandable user familiar website,NFR,US
network operator shall implement required functionality validate information exchanged mobile network registration deregistration,NFR,US
driver shall warned audible visual indication train train number already registered network,NFR,US
radiation test result shall characterized documented,NFR,US
effective content delivery ensured sla satisfaction,NFR,US
system supporting able exchange message laboratory result system supporting surveillance early event detection preparedness area,NFR,US
prompt message shall capable displayed least 10 language railway choose language implemented,NFR,US
statement made specification assigned one three category,NFR,US
aim section define feature level performance required service order ensure interoperability,NFR,US
following highlevel data requirement necessary ensure data collected analyzed reported support clearly defined,NFR,US
point radio able receive call initiated using telephone number appropriate group call number,NFR,US
system shall provide web page explains navigate site page customized based page user allowed access,NFR,US
following definition shall apply etc application level,NFR,US
one mobile radio network available use mobile selection network use shall automatic see section 105,NFR,US
website use standard internet convention interacting user,NFR,US
rating shall scale 110,NFR,US
denied see applicable document section 13 cover,NFR,US
minimizing user error potential user error well effort needed recover error minimized,NFR,US
every entrain function shall identified unique standard number,NFR,US
shall possible driver initiate participate group voice call driver predefined geographical area,NFR,US
validate order without knowledge order,NFR,US
every entrain function shall identified unique standard number,NFR,US
precedence conforming safety requirement,NFR,US
general requirement direct effect software explicitly transformed software constraint,NFR,US
driver shall able initiate establishment call driver minimum action eg single keystroke,NFR,US
combination visual auditory output provided alert tc operator situation may require operator response,NFR,US
user must flexibility click tab commence adding process although xxx tab shall display default tab,NFR,US
text quality quality textual content respect spelling grammar sufficient impede readability,NFR,US
healthy fr shall incorporated become available,NFR,US
fixed network user involved group broadcast call fixed network user predefined change course call,NFR,US
topic would covered epic basic building using application course,NFR,US
system must provide end user administrator function easy use intuitive throughout,NFR,US
system built common user access authentication service ensure single sign enduser,NFR,US
shall possible member shunting group including driver transmit shunting emergency call shunting group area,NFR,US
offer answer question contribute society much money make computer science degree,NFR,US
shall possible driver contact member onboard train staff using pointtopoint voice call,NFR,US
untrained realtor shall able install product device without printed instruction,NFR,US
3 program administrator nursing staff member shall successfully able use system manage scheduling class clinical,NFR,US
prompt message shall capable displayed least 10 language railway choose language implemented,NFR,US
solution provide detailed contextsensitive help material possible action scenario user interface application,NFR,US
help page accessible page,NFR,US
system shall used realtor training,NFR,US
driver shall able use reversing function without needing reconfirm train data,NFR,US
train shall able automatically pas one rbc area another without driver intervention,NFR,US
product shall conform american disability act,NFR,US
section provides detailed information web page,NFR,US
case voice call shall possible user attempting forward call converse intended recipient prior forwarding,NFR,US
possible user change battery without use tool,NFR,US
etc train borne equipment shall able determine location entire train,NFR,US
system shall utilize help bubble assist manager customer administrator,NFR,US
point radio able receive call initiated using telephone number appropriate group call number,NFR,US
interaction protocol pa identified,NFR,US
case encryption standardized ciphering algorithm shall used,NFR,US
mobile may member number group shall possible activate deactivate mobile subscription group,NFR,US
period user shall provided audible visual indication system trying connect call,NFR,US
think include rick information complexity criterion show aiming achieve simple system meet requirement steven,NFR,US
party involved multiparty voice call shall able talk simultaneously,NFR,US
group call visual indication shall provided remind user need use ptt function,NFR,US
system supporting ability compare characteristic exposed nonexposed ie control person,NFR,US
done situ observing session,NFR,US
staff member shall able complete set task timely manner,NFR,US
following task must done within specified time particular user condition user completed training system functionality,NFR,US
additionally speech possible allow mobile user receiving warning tone give information,NFR,US
system shall utilize consistent symbol color clear notification,NFR,US
system shall easy learn,NFR,US
call group call user request permission speak call using pushtotalk function,NFR,US
appropriate destination obtained radio shall attempt establish call destination functional identity shall displayed controller,NFR,US
protocol personnel identified support setup configuration laptop field device used investigation,NFR,US
system shall easy use,NFR,US
one mobile radio network available use mobile selection network use shall automatic see section 105,NFR,US
product shall intuitive selfexplanatory,NFR,US
solution send alert eg email sm user user chooses whenever action taken alert,NFR,US
automatic network selection implemented driver shall capable deactivating ardor reactivating function using simple mmi action,NFR,US
shall possible present radio related prompt information number different language,NFR,US
driver shall able adjust brightness button indicator light display according ambient lighting cab,NFR,US
creation aoa pert diagram program allow user create aoa pert diagram order validation diagram,NFR,US
system shall intuitive selfexplanatory,NFR,US
various type data presented earlier section examines input output interrelationship various data type,NFR,US
level granularity result eg specimen sample level assay level must supported,NFR,US
solution enable helpdesk user view report submitted defect enhancement request categorywise statuswise age wise,NFR,US
system shall intuitive program administrator nursing staff member,NFR,US
user must undo redo last thousand action,NFR,US
train shall able automatically pas one rbc area another without driver intervention,NFR,US
group call visual indication shall provided remind user need use ptt function,NFR,US
leaving shunting mode operational radio shunting member shall follow procedure shown table 146,NFR,US
product shall easy learn adjuster collision estimator product shall learned two day onsite training,NFR,US
sale agent able use system job x day training,NFR,US
product shall allow user select chosen language one target market country,NFR,US
operator maintainer performance shall measurable using parameter retrievable tc determine proficiency level,NFR,US
anonymous survey show 70 customer comfortable purchasing streaming movie 2 week using website,NFR,US
system shall utilize consistent symbol color clear notification,NFR,US
prompt message shall capable displayed least 10 language railway choose language implemented,NFR,US
system supporting allow analytical search based upon multiple criterion,NFR,US
tc operator shall able select content overlay information,NFR,US
mediator work conjunction pa establish negotiation,NFR,US
shall possible driver initiate participate group voice call driver predefined geographical area,NFR,US
explore wide range precollege technology program course high school student,NFR,US
three procedure identified managing relationship functional number telephone number mobile user defined,NFR,US
team owner need use username password order authenticated reach team owner page,NFR,US
call group call user request permission speak call using pushtotalk function,NFR,US
system shall direct user xxx page user chooses click close button without entering data,NFR,US
system able connect call audible visual indication shall provided driver communicate driver train,NFR,US
possible network prevent identity certain user displayed mobile either called priority preemption,NFR,US
system shall easy learn,NFR,US
text quality quality textual content respect spelling grammar sufficient impede readability,NFR,US
emc emission immunity test shall performed accordance guideline defined series,NFR,US
user able access streaming movie 2 click logging website,NFR,US
arena facility available within currently selected network user shall given visible indication,NFR,US
countermeasure administered must linked entity administered countermeasure,NFR,US
tc hci shall provide separation grouping visual coding multiple category alert include warning caution advisory,NFR,US
system shall employ easy locate button,NFR,US
case investigation supported reusable questionnaire library use common terminology available maximize efficiency data exchange,NFR,US
user must able change profile save change,NFR,US
appropriate destination obtained radio shall attempt establish call destination functional identity shall displayed controller,NFR,US
v directed network selection suitable crossing international border automatic network selection,NFR,US
driver shall possibility select language concern non predefined text sent trackside,NFR,US
shall possible present radio related prompt information number different language,NFR,US
default prompt information shall displayed language selected train owner stored within system,NFR,US
product shall allow customization start page view preference,NFR,US
system shall easy use program administrator nursing staff member,NFR,US
guideline concerning effect gsm emission hearing aid pacemaker sensitive electrical equipment provided,NFR,US
system supporting must provide ability publish investigation specific questionnaire implementation guide,NFR,US
easy use interface diplomacy novice one usable visually attractive,NFR,US
mediator work conjunction pa establish negotiation,NFR,US
fixed network user involved group broadcast call fixed network user predefined change course call,NFR,US
tc shall record operator maintainer action self assessment performance enhancement,NFR,US
valid functional number available fixed length usertouser information element shall used following format,NFR,US
first 6 month system usage covered warranty,NFR,US
user shall able set functional number one network cancel number another network,NFR,US
user shall easily locate instruction using product user help found within 90 system,NFR,US
mobile may member number group shall possible activate deactivate mobile subscription group,NFR,US
visual acoustic warning driver possible intervention etc shall given enable driver react avoid intervention,NFR,US
interaction protocol pa identified,NFR,US
user shall able use system one day training,NFR,US
system shall prompt customer friend easy read error message,NFR,US
information shall received set user received warning tone,NFR,US
user shall able set functional number one network cancel number another network,NFR,US
system employ graphical user interface must allow user customize customization include need limited following change,NFR,US
solution provide detailed contextsensitive help material possible action scenario user interface application,NFR,US
action required driver simple possible invoke test,NFR,US
number mistake noted student shall decreased 50 first year,NFR,US
product shall retain customer buying preference information,NFR,US
activation call driver train function mmi shall provide additional guidance user establishment management multiparty call,NFR,US
followup data may received take response exam person received countermeasure requires exam ie smallpox vaccination,NFR,US
user navigate maximum 4 page create account website,NFR,US
alphanumeric number applied national railway railway responsible translation unique numeric functional number compatible arena specification,NFR,US
barcoding supported capture detailed specimen sample data improve quality efficiency data collection,NFR,US
tc shall capability select deselect several type crosshairs similar icon identify selected point target,NFR,US
system shall perform search via dijkstra shortest path algorithm,NFR,US
solution provide detailed contextsensitive help material possible action scenario user interface application,NFR,US
driver shall possibility select language concern non predefined text sent trackside,NFR,US
product able used 90 novice user internet,NFR,US
driver shall warned audible visual indication train train number already registered network,NFR,US
website provide help section answer solution common problem,NFR,US
driver shall able initiate establishment call driver minimum action eg single keystroke,NFR,US
minimizing user error potential user error well effort needed recover error minimized,NFR,US
system supporting ability capture change case definition occur health event evolves,NFR,US
anonymous survey show 95 customer comfortable using purchasing prepaid card month using system,NFR,US
following command affect behavior subsystem independently specie task subsystem,NFR,US
development team shall define coding standard application follow standard consistently,NFR,US
system message text log entry help documentation must english,NFR,US
call group call user request permission speak call using pushtotalk function,NFR,US
user shall able reach add drop trade player page one click team owner page,NFR,US
system shall utilize help bubble assist manager customer administrator,NFR,US
alphanumeric number applied national railway railway responsible translation unique numeric functional number compatible arena specification,NFR,US
system built common user access authentication service ensure single sign enduser,NFR,US
information shall received set user received warning tone,NFR,US
system shall easy learn caller supervisor caller supervisor shall learn use system within 10 minute,NFR,US
followup data collected subject proxy track symptom compliance recommended treatment plan prophylaxis,NFR,US
visual acoustic warning driver possible intervention etc shall given enable driver react avoid intervention,NFR,US
product shall give user feedback necessary 80 user surveyed report product accurately confirms action,NFR,US
default prompt information shall displayed language selected train owner stored within system,NFR,US
help section available assist user usage difficulty faced using program additional assistance displayed necessary,NFR,US
confirmation railway emergency call shall implemented using user user signalling supplementary service uus1,NFR,US
shall possible initiate test radio provide driver reasonable level certainty radio mmi working,NFR,US
one mobile radio network available use mobile selection network use shall automatic see section 105,NFR,US
call established connected party shall able communicate 522iv pushtotalk function shall provided use group call,NFR,US
acknowledgement train shall able driven backwards certain distance defined national value,NFR,US
possible user change battery without use tool,NFR,US
three procedure identified managing relationship functional number telephone number mobile user defined,NFR,US
process moving one asmr network another system must minimize inconvenience user,NFR,US
allow quick precise understandable easily accessible editing program data,NFR,US
user already know product interested able locate view page x second,NFR,US
product shall installed untrained realtor without recourse separately printed instruction,NFR,US
user shall able select preferred language display setting shall retained radio,NFR,US
system shall easy use,NFR,US
user able mail report management,NFR,US
purpose shunting mode provide effective mean communication group personnel involved shunting operation,NFR,US
solution enable helpdesk user view report submitted defect enhancement request categorywise statuswise age wise,NFR,US
point radio able receive call initiated using telephone number appropriate group call number,NFR,US
system shall employ easy locate button,NFR,US
driver shall able adjust brightness button indicator light display according ambient lighting cab,NFR,US
period user shall provided audible visual indication system trying connect call,NFR,US
system shall help user avoid making mistake scheduling class clinical nursing student,NFR,US
user shall able view least 25 nfl player statistic point page,NFR,US
point radio able receive call initiated using telephone number appropriate group call number,NFR,US
